loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,total_acc,bad_loan,longest_credit_length,verification_status
8000,60 months,16.78,3.0,RENT,43000.0,debt_consolidation,NJ,16.52,1.0,56.1,17.0,0,9.0,verified
14400,60 months,15.61,10.0,MORTGAGE,110000.0,debt_consolidation,CA,15.76,0.0,28.200000000000006,63.0,0,45.0,verified
22675,60 months,25.83,1.0,MORTGAGE,90000.0,debt_consolidation,CO,8.49,0.0,64.4,17.0,0,19.0,verified
15500,36 months,6.03,6.0,MORTGAGE,85000.0,debt_consolidation,AL,9.13,0.0,8.5,48.0,0,13.0,verified
10000,36 months,10.65,10.0,RENT,40000.0,credit_card,HI,24.15,0.0,54.900000000000006,18.0,0,20.0,not verified
25000,60 months,21.18,3.0,MORTGAGE,72000.0,credit_card,VA,19.45,1.0,66.9,29.0,0,11.0,not verified
10000,36 months,13.35,2.0,RENT,54000.0,debt_consolidation,WA,16.580000000000002,0.0,21.0,33.0,0,10.0,verified
3900,36 months,12.53,3.0,RENT,20292.0,major_purchase,MO,24.13,0.0,31.0,11.0,0,6.0,not verified
33600,60 months,23.83,6.0,RENT,95000.0,debt_consolidation,FL,4.0,0.0,82.30000000000001,11.0,1,6.0,verified
3500,36 months,12.99,5.0,RENT,38000.0,debt_consolidation,CA,20.78,0.0,34.0,45.0,0,25.0,not verified
25000,60 months,12.99,0.0,MORTGAGE,60000.0,debt_consolidation,LA,21.200000000000003,0.0,57.3,20.0,0,13.0,verified
7125,36 months,18.49,10.0,MORTGAGE,25000.0,debt_consolidation,CO,30.1,0.0,55.40000000000001,61.0,0,42.0,verified
30000,36 months,16.29,2.0,RENT,73000.0,credit_card,NJ,15.99,0.0,42.1,36.0,0,9.0,verified
20000,36 months,14.65,10.0,RENT,43500.0,debt_consolidation,MA,15.14,1.0,49.3,24.0,1,17.0,verified
11000,36 months,8.9,10.0,MORTGAGE,144000.0,debt_consolidation,NH,13.76,0.0,70.0,27.0,0,22.0,verified
30000,60 months,16.78,10.0,RENT,97000.0,debt_consolidation,VA,15.76,0.0,54.3,14.0,0,14.0,verified
13000,36 months,10.99,10.0,MORTGAGE,51000.0,home_improvement,MO,23.27,0.0,36.0,36.0,0,16.0,verified
20000,36 months,7.12,6.0,OWN,60000.0,debt_consolidation,PA,21.96,0.0,0.1,13.0,0,10.0,verified
10000,36 months,19.22,1.0,RENT,48000.0,credit_card,MO,15.88,0.0,49.7,30.0,0,5.0,not verified
15000,60 months,18.92,10.0,MORTGAGE,73000.0,debt_consolidation,SD,21.08,0.0,74.8,24.0,0,10.0,verified
5825,36 months,15.22,10.0,RENT,43000.0,debt_consolidation,TX,17.69,0.0,75.8,7.0,1,4.0,not verified
4200,36 months,6.62,2.0,MORTGAGE,79000.0,home_improvement,VA,19.55,0.0,72.60000000000001,30.0,0,11.0,not verified
12000,36 months,10.15,2.0,MORTGAGE,40000.0,credit_card,OH,16.89,0.0,80.4,22.0,0,12.0,not verified
7900,36 months,8.59,10.0,MORTGAGE,91000.0,credit_card,CA,15.2,0.0,4.9,34.0,0,28.0,not verified
3000,36 months,14.09,10.0,RENT,43000.0,medical,CA,5.0200000000000005,0.0,44.3,8.0,1,15.0,verified
30000,60 months,23.13,10.0,MORTGAGE,435000.0,credit_card,FL,4.99,1.0,87.30000000000001,32.0,0,23.0,verified
9500,36 months,11.03,0.0,MORTGAGE,75000.0,debt_consolidation,CA,11.3,1.0,71.4,12.0,0,12.0,not verified
9750,36 months,16.29,10.0,RENT,30000.0,debt_consolidation,IN,13.68,0.0,75.8,11.0,1,18.0,not verified
4500,36 months,17.57,10.0,MORTGAGE,55000.0,debt_consolidation,MD,25.55,0.0,86.30000000000001,26.0,0,26.0,verified
25000,36 months,19.91,0.0,RENT,120000.0,credit_card,VA,6.87,1.0,73.3,22.0,1,29.0,verified
18000,36 months,7.62,2.0,RENT,68000.0,major_purchase,CA,13.09,0.0,39.1,12.0,0,12.0,verified
9000,36 months,15.31,0.0,RENT,85000.0,debt_consolidation,CA,9.09,0.0,88.7,11.0,0,16.0,verified
15000,36 months,7.62,3.0,RENT,63000.0,debt_consolidation,WI,11.42,0.0,15.8,24.0,0,25.0,not verified
4000,36 months,10.74,2.0,OWN,30000.0,debt_consolidation,GA,32.2,0.0,62.90000000000001,30.0,0,12.0,verified
4500,36 months,18.99,6.0,MORTGAGE,23000.0,vacation,NV,2.61,0.0,3.1,22.0,0,20.0,verified
30000,36 months,14.33,10.0,MORTGAGE,108000.0,debt_consolidation,CA,8.14,0.0,55.40000000000001,15.0,0,23.0,verified
15000,36 months,15.05,10.0,RENT,95000.0,small_business,CA,17.72,0.0,84.5,21.0,0,21.0,verified
12500,60 months,13.99,2.0,MORTGAGE,65000.0,debt_consolidation,MI,11.3,0.0,44.2,30.0,0,22.0,verified
8000,36 months,14.09,2.0,RENT,67000.0,credit_card,NJ,6.63,0.0,45.40000000000001,18.0,1,6.0,not verified
28000,36 months,21.48,4.0,MORTGAGE,89914.0,debt_consolidation,NY,19.45,1.0,86.7,30.0,1,11.0,verified
7150,36 months,6.03,2.0,MORTGAGE,59400.0,credit_card,NC,6.44,0.0,40.40000000000001,25.0,0,14.0,verified
24700,36 months,11.44,0.0,MORTGAGE,150000.0,home_improvement,GA,14.07,0.0,49.8,31.0,0,14.0,verified
13000,36 months,14.09,1.0,MORTGAGE,65000.0,debt_consolidation,MI,14.44,1.0,31.4,16.0,0,10.0,verified
31000,36 months,12.99,10.0,MORTGAGE,83000.0,debt_consolidation,WA,11.41,0.0,80.2,32.0,0,41.0,verified
2000,36 months,14.33,10.0,RENT,48000.0,other,FL,1.43,0.0,22.5,17.0,0,18.0,not verified
7000,36 months,13.65,10.0,OWN,85000.0,debt_consolidation,NY,18.16,0.0,71.8,41.0,0,15.0,not verified
18375,60 months,15.99,5.0,RENT,40000.0,debt_consolidation,WA,38.49,0.0,58.0,29.0,0,11.0,verified
3350,36 months,8.59,6.0,MORTGAGE,60000.0,renewable_energy,CO,22.54,0.0,61.7,50.0,0,12.0,verified
12700,36 months,19.52,9.0,RENT,42000.0,debt_consolidation,NC,32.89,0.0,68.9,20.0,0,12.0,verified
1600,36 months,23.700000000000003,10.0,RENT,44000.0,other,MN,20.49,0.0,52.3,17.0,0,20.0,verified
5000,36 months,11.49,1.0,MORTGAGE,37500.0,home_improvement,NC,6.62,0.0,92.1,21.0,0,9.0,not verified
12000,36 months,10.99,4.0,RENT,120000.0,debt_consolidation,CA,9.72,0.0,80.4,21.0,0,41.0,verified
16000,36 months,19.52,3.0,MORTGAGE,156000.0,debt_consolidation,GA,6.71,0.0,72.3,24.0,0,17.0,verified
6000,60 months,23.4,10.0,MORTGAGE,75000.0,debt_consolidation,NY,12.46,0.0,25.1,48.0,1,16.0,verified
5000,36 months,10.74,0.0,RENT,36000.0,credit_card,PA,17.330000000000002,0.0,79.10000000000001,27.0,0,17.0,verified
10000,36 months,12.49,10.0,MORTGAGE,60000.0,debt_consolidation,AR,27.38,0.0,69.9,16.0,0,15.0,verified
9000,36 months,21.15,4.0,RENT,36000.0,debt_consolidation,WA,7.68,1.0,51.90000000000001,12.0,0,6.0,not verified
8000,36 months,10.99,3.0,RENT,46000.0,debt_consolidation,CA,12.08,0.0,6.4,10.0,1,6.0,not verified
5800,36 months,16.29,,MORTGAGE,35452.0,debt_consolidation,NV,9.89,2.0,38.40000000000001,19.0,0,27.0,verified
8000,36 months,6.62,10.0,RENT,65000.0,credit_card,NY,19.57,0.0,44.40000000000001,21.0,0,13.0,not verified
4125,36 months,6.62,2.0,OWN,30000.0,debt_consolidation,CA,6.29,0.0,53.6,6.0,0,16.0,not verified
4750,36 months,24.08,9.0,RENT,22000.0,debt_consolidation,CA,4.42,0.0,80.2,3.0,1,6.0,not verified
6475,36 months,13.35,3.0,RENT,36000.0,moving,CA,12.96,0.0,34.4,26.0,0,16.0,verified
18000,36 months,7.62,0.0,MORTGAGE,90000.0,credit_card,CA,8.24,0.0,57.2,12.0,0,24.0,verified
35000,36 months,15.22,5.0,MORTGAGE,104000.0,credit_card,CO,20.02,0.0,68.7,32.0,0,13.0,verified
7200,36 months,14.09,2.0,RENT,47000.0,credit_card,IL,14.5,1.0,35.4,18.0,0,6.0,not verified
20225,60 months,18.24,5.0,RENT,56250.0,debt_consolidation,VA,21.65,1.0,80.2,39.0,0,17.0,verified
10000,36 months,19.52,10.0,RENT,80000.0,debt_consolidation,WA,4.5600000000000005,1.0,86.5,21.0,1,18.0,verified
20950,60 months,23.5,2.0,RENT,145000.0,debt_consolidation,CA,21.24,0.0,51.1,28.0,0,13.0,verified
33700,36 months,16.990000000000002,0.0,MORTGAGE,141000.0,debt_consolidation,VA,33.76,0.0,81.9,32.0,0,20.0,verified
16000,36 months,8.9,5.0,MORTGAGE,55000.0,credit_card,IL,23.17,0.0,59.7,29.0,0,8.0,verified
5000,36 months,13.11,0.0,RENT,250000.0,debt_consolidation,IL,5.26,1.0,63.3,13.0,0,16.0,verified
5000,36 months,14.61,4.0,OWN,33000.0,debt_consolidation,CA,18.62,0.0,77.80000000000001,9.0,1,8.0,verified
28000,36 months,7.9,0.0,MORTGAGE,150000.0,house,MA,8.26,0.0,32.2,45.0,1,11.0,verified
5600,36 months,11.99,6.0,MORTGAGE,90000.0,car,CA,9.29,0.0,56.0,19.0,0,9.0,verified
12000,60 months,15.61,7.0,RENT,42000.0,debt_consolidation,CO,10.71,0.0,33.6,7.0,0,19.0,verified
7375,60 months,24.5,10.0,RENT,50000.0,debt_consolidation,CA,23.62,1.0,86.80000000000001,22.0,1,14.0,verified
20000,36 months,14.33,10.0,RENT,60000.0,debt_consolidation,CA,34.47,0.0,88.7,19.0,1,13.0,verified
20000,60 months,19.05,10.0,MORTGAGE,98800.0,debt_consolidation,CA,23.06,0.0,86.10000000000001,27.0,1,19.0,verified
6000,36 months,12.69,6.0,RENT,34000.0,credit_card,TX,17.29,0.0,59.900000000000006,15.0,0,14.0,verified
10000,36 months,10.99,8.0,MORTGAGE,91000.0,credit_card,SC,19.53,0.0,44.3,37.0,0,12.0,verified
8575,36 months,14.98,0.0,RENT,26304.0,debt_consolidation,NY,27.6,0.0,64.0,17.0,1,8.0,not verified
17050,36 months,14.33,5.0,MORTGAGE,44000.0,credit_card,AL,15.05,1.0,37.0,33.0,0,18.0,not verified
18450,36 months,17.76,7.0,RENT,41000.0,debt_consolidation,OH,12.41,0.0,82.30000000000001,7.0,0,12.0,verified
10000,36 months,10.16,5.0,RENT,96000.0,debt_consolidation,CA,14.26,0.0,66.10000000000001,30.0,0,15.0,not verified
13200,36 months,16.77,7.0,MORTGAGE,49000.0,debt_consolidation,TX,20.69,0.0,89.10000000000001,12.0,0,9.0,verified
6000,36 months,14.65,10.0,RENT,60000.0,debt_consolidation,CA,1.14,0.0,50.40000000000001,7.0,0,12.0,not verified
5600,36 months,16.78,10.0,RENT,48000.0,debt_consolidation,NY,4.78,0.0,36.6,10.0,0,7.0,not verified
8000,36 months,11.67,3.0,RENT,110000.0,debt_consolidation,NY,17.150000000000002,0.0,86.9,46.0,0,13.0,not verified
20000,36 months,10.99,10.0,MORTGAGE,118000.0,debt_consolidation,CA,18.27,0.0,75.5,22.0,0,24.0,verified
35000,60 months,14.49,10.0,MORTGAGE,80000.0,debt_consolidation,LA,23.49,0.0,70.5,23.0,1,30.0,verified
32875,36 months,16.990000000000002,10.0,RENT,75000.0,debt_consolidation,CA,15.94,0.0,68.0,12.0,1,11.0,verified
6400,36 months,9.99,3.0,RENT,112455.0,debt_consolidation,NJ,0.0,0.0,0.0,10.0,0,5.0,verified
7000,36 months,8.94,10.0,MORTGAGE,120000.0,other,CA,9.44,0.0,31.0,35.0,0,11.0,not verified
13150,36 months,12.85,0.0,MORTGAGE,72100.0,debt_consolidation,CA,15.78,0.0,42.3,18.0,0,16.0,not verified
10000,36 months,9.67,4.0,MORTGAGE,65000.0,credit_card,MA,5.42,1.0,58.0,9.0,0,5.0,not verified
25000,60 months,16.78,2.0,MORTGAGE,78000.0,major_purchase,MA,20.48,0.0,64.0,14.0,0,13.0,verified
8000,36 months,9.67,3.0,RENT,55000.0,credit_card,NY,11.85,0.0,44.2,33.0,1,4.0,verified
9500,36 months,15.8,1.0,RENT,45000.0,credit_card,PA,17.41,1.0,89.30000000000001,27.0,0,14.0,verified
20000,60 months,14.16,10.0,MORTGAGE,85000.0,credit_card,NY,27.94,1.0,54.40000000000001,45.0,0,22.0,verified
8300,60 months,22.45,10.0,OWN,68000.0,debt_consolidation,HI,21.92,0.0,97.0,29.0,0,14.0,verified
8000,36 months,13.98,10.0,RENT,30000.0,debt_consolidation,KY,13.8,0.0,74.60000000000001,15.0,0,19.0,not verified
4475,36 months,15.61,5.0,OWN,28000.0,debt_consolidation,LA,9.73,2.0,93.9,27.0,0,15.0,verified
16000,60 months,11.11,7.0,RENT,45000.0,debt_consolidation,MA,21.97,0.0,77.7,19.0,0,11.0,verified
20000,36 months,13.99,1.0,OWN,80000.0,debt_consolidation,NY,16.88,0.0,49.8,19.0,0,10.0,not verified
3000,36 months,7.9,2.0,MORTGAGE,30000.0,debt_consolidation,MI,6.28,0.0,10.5,12.0,0,6.0,not verified
4500,36 months,8.94,3.0,RENT,24500.0,debt_consolidation,VA,13.86,0.0,30.1,16.0,0,8.0,not verified
16900,36 months,13.98,9.0,MORTGAGE,79500.0,debt_consolidation,PA,23.85,0.0,49.8,43.0,0,12.0,verified
9325,36 months,12.39,10.0,RENT,28000.0,debt_consolidation,VA,22.03,0.0,90.2,21.0,0,12.0,verified
11900,36 months,13.11,10.0,OWN,82000.0,debt_consolidation,CA,7.32,0.0,66.60000000000001,18.0,0,12.0,not verified
13750,36 months,6.62,10.0,MORTGAGE,49900.0,house,CA,4.64,1.0,9.2,38.0,0,17.0,verified
6000,36 months,13.67,1.0,RENT,20000.0,debt_consolidation,SD,15.0,0.0,91.3,10.0,0,13.0,not verified
6000,36 months,13.23,6.0,MORTGAGE,29568.0,debt_consolidation,CO,3.98,0.0,94.7,9.0,0,12.0,verified
4000,36 months,14.79,,MORTGAGE,33600.0,debt_consolidation,KS,18.11,0.0,59.0,14.0,0,19.0,not verified
16000,36 months,18.49,10.0,RENT,39000.0,debt_consolidation,IL,26.46,1.0,36.6,32.0,0,14.0,not verified
9600,36 months,17.57,1.0,OWN,130000.0,moving,NY,10.56,0.0,86.4,22.0,0,16.0,verified
10000,36 months,8.19,,MORTGAGE,48000.0,home_improvement,AZ,15.38,0.0,14.3,23.0,0,34.0,verified
6000,36 months,17.27,5.0,MORTGAGE,100000.0,credit_card,TX,14.75,0.0,39.2,19.0,1,14.0,not verified
18000,36 months,18.55,10.0,RENT,220000.0,debt_consolidation,CA,9.31,0.0,91.9,29.0,0,15.0,verified
4000,36 months,10.0,5.0,RENT,26004.0,debt_consolidation,KS,13.57,1.0,81.60000000000001,20.0,1,18.0,not verified
8000,36 months,21.6,5.0,MORTGAGE,46000.0,other,MD,26.14,0.0,21.700000000000006,8.0,1,10.0,verified
6400,36 months,7.9,10.0,MORTGAGE,67000.0,credit_card,AZ,5.75,0.0,55.5,21.0,0,15.0,verified
13000,60 months,16.02,,OWN,45000.0,home_improvement,NJ,10.72,0.0,22.3,15.0,0,15.0,verified
8000,36 months,14.3,10.0,MORTGAGE,50000.0,debt_consolidation,CA,18.34,0.0,45.90000000000001,22.0,0,16.0,verified
5600,36 months,15.31,3.0,RENT,36000.0,credit_card,MD,4.83,0.0,65.7,8.0,0,4.0,not verified
3000,36 months,13.65,3.0,RENT,35000.0,car,CA,6.1000000000000005,0.0,50.5,7.0,0,18.0,verified
12000,60 months,21.700000000000003,5.0,MORTGAGE,52000.0,debt_consolidation,NY,16.87,0.0,5.6000000000000005,31.0,0,8.0,verified
10000,36 months,18.75,6.0,MORTGAGE,110000.0,debt_consolidation,CT,12.66,0.0,69.10000000000001,32.0,0,20.0,not verified
14000,36 months,8.94,10.0,MORTGAGE,77000.0,home_improvement,MA,15.8,0.0,5.0,29.0,0,26.0,not verified
20000,60 months,22.95,10.0,MORTGAGE,71376.0,debt_consolidation,CA,16.36,1.0,89.7,21.0,0,17.0,verified
14500,36 months,12.42,10.0,RENT,55000.0,credit_card,FL,16.65,0.0,92.2,11.0,0,12.0,not verified
12775,60 months,19.97,3.0,MORTGAGE,32000.0,debt_consolidation,MI,15.23,0.0,53.7,16.0,1,7.0,verified
18000,60 months,15.31,10.0,MORTGAGE,40000.0,home_improvement,NM,0.48,0.0,4.0,7.0,0,13.0,verified
35000,36 months,13.98,10.0,MORTGAGE,80000.0,credit_card,CA,23.19,0.0,72.0,30.0,0,31.0,verified
25000,36 months,18.3,10.0,MORTGAGE,116000.0,debt_consolidation,WY,15.2,1.0,87.0,30.0,0,18.0,not verified
21625,36 months,15.61,3.0,MORTGAGE,70000.0,debt_consolidation,MI,16.580000000000002,0.0,42.0,10.0,1,9.0,verified
9000,36 months,11.14,0.0,MORTGAGE,48000.0,debt_consolidation,WA,21.55,0.0,78.5,11.0,0,27.0,not verified
5000,36 months,11.14,5.0,RENT,95000.0,credit_card,CA,23.58,0.0,93.6,33.0,0,12.0,not verified
20000,36 months,6.99,5.0,RENT,162000.0,debt_consolidation,CA,12.81,0.0,47.6,40.0,0,19.0,verified
11000,36 months,11.14,9.0,MORTGAGE,75000.0,credit_card,NY,17.71,0.0,55.3,22.0,0,14.0,not verified
10000,36 months,6.99,0.0,RENT,85500.0,debt_consolidation,WA,8.040000000000001,0.0,2.0,18.0,0,13.0,verified
21250,36 months,17.76,0.0,RENT,48000.0,debt_consolidation,CA,12.2,0.0,81.9,10.0,1,21.0,verified
15000,60 months,25.57,9.0,MORTGAGE,50000.0,debt_consolidation,FL,19.11,0.0,94.0,16.0,1,19.0,verified
4800,36 months,6.62,2.0,RENT,32400.0,debt_consolidation,WA,24.47,0.0,44.8,29.0,0,26.0,not verified
25000,36 months,10.16,10.0,MORTGAGE,100000.0,debt_consolidation,CA,12.25,2.0,48.3,26.0,0,10.0,verified
8000,36 months,12.99,1.0,RENT,25000.0,credit_card,CO,29.72,0.0,72.9,16.0,1,43.0,verified
6000,36 months,17.76,10.0,MORTGAGE,58000.0,other,FL,24.52,0.0,78.4,23.0,0,20.0,verified
18000,36 months,11.14,6.0,RENT,131000.0,debt_consolidation,MD,15.89,0.0,75.0,10.0,1,5.0,not verified
24000,36 months,10.99,10.0,MORTGAGE,98000.0,credit_card,FL,22.93,0.0,81.7,32.0,0,19.0,verified
15000,36 months,7.69,3.0,RENT,107000.0,debt_consolidation,WI,4.91,1.0,49.6,33.0,0,22.0,not verified
7000,36 months,13.67,4.0,RENT,62000.0,credit_card,WA,10.3,0.0,94.7,8.0,1,5.0,not verified
3200,36 months,11.26,0.0,RENT,35000.0,small_business,WA,7.51,0.0,24.3,6.0,0,6.0,not verified
14400,36 months,11.71,8.0,MORTGAGE,88000.0,credit_card,TX,17.5,0.0,70.3,13.0,0,5.0,not verified
16000,60 months,15.22,10.0,OWN,140000.0,debt_consolidation,CA,14.67,0.0,24.6,28.0,0,14.0,verified
17050,36 months,17.27,10.0,RENT,39000.0,debt_consolidation,AK,20.8,0.0,83.7,31.0,1,10.0,not verified
19800,36 months,13.98,4.0,MORTGAGE,55000.0,debt_consolidation,CO,9.09,0.0,68.7,20.0,0,9.0,not verified
10375,60 months,16.78,0.0,RENT,31000.0,debt_consolidation,FL,21.55,0.0,93.9,7.0,1,6.0,verified
12175,60 months,21.99,0.0,RENT,36000.0,debt_consolidation,FL,26.18,0.0,81.10000000000001,10.0,0,9.0,verified
10000,36 months,6.03,3.0,MORTGAGE,73000.0,small_business,CA,11.48,0.0,8.8,19.0,0,7.0,verified
3125,36 months,13.47,4.0,RENT,50000.0,debt_consolidation,CO,21.62,0.0,30.0,18.0,0,31.0,not verified
11200,36 months,14.79,1.0,MORTGAGE,91200.0,home_improvement,CA,16.580000000000002,0.0,73.8,18.0,1,16.0,verified
4500,36 months,7.12,10.0,RENT,46845.0,debt_consolidation,MI,17.41,0.0,9.9,54.0,0,11.0,not verified
10500,36 months,7.9,1.0,MORTGAGE,40000.0,debt_consolidation,FL,18.92,0.0,27.200000000000006,24.0,0,14.0,not verified
24000,60 months,15.22,9.0,MORTGAGE,106000.0,debt_consolidation,NY,11.66,0.0,85.5,39.0,0,13.0,verified
15000,36 months,6.03,10.0,MORTGAGE,99600.0,debt_consolidation,NY,19.94,0.0,15.3,31.0,0,21.0,verified
9000,36 months,5.99,8.0,RENT,30000.0,credit_card,CA,11.68,0.0,48.7,18.0,1,14.0,not verified
7000,36 months,12.99,4.0,MORTGAGE,55000.0,debt_consolidation,IN,20.08,2.0,28.3,45.0,0,11.0,not verified
14400,36 months,14.09,8.0,RENT,44000.0,debt_consolidation,WA,13.61,0.0,42.7,19.0,0,9.0,verified
10000,36 months,15.8,1.0,RENT,45000.0,debt_consolidation,CA,9.89,0.0,58.3,16.0,0,9.0,verified
35000,36 months,9.67,7.0,MORTGAGE,180000.0,credit_card,KS,10.73,0.0,43.3,36.0,0,17.0,verified
14000,60 months,12.49,4.0,MORTGAGE,113000.0,debt_consolidation,CA,16.31,0.0,33.9,20.0,0,26.0,verified
9000,36 months,19.05,5.0,MORTGAGE,81000.0,debt_consolidation,NC,11.7,0.0,56.90000000000001,38.0,0,12.0,not verified
19375,60 months,15.31,10.0,MORTGAGE,46000.0,debt_consolidation,AK,10.54,0.0,35.800000000000004,17.0,0,12.0,verified
3000,36 months,19.72,2.0,MORTGAGE,140000.0,other,MI,21.91,2.0,85.30000000000001,34.0,1,20.0,not verified
6075,36 months,6.03,8.0,MORTGAGE,79200.0,debt_consolidation,MA,10.17,0.0,35.800000000000004,30.0,0,14.0,verified
9750,36 months,15.31,9.0,MORTGAGE,48000.0,debt_consolidation,HI,13.75,1.0,29.6,16.0,0,9.0,verified
7500,36 months,16.29,7.0,RENT,24000.0,debt_consolidation,CA,15.3,0.0,59.90000000000001,12.0,0,6.0,not verified
10000,36 months,17.77,7.0,RENT,58000.0,debt_consolidation,NC,23.86,0.0,55.3,27.0,0,14.0,verified
5000,36 months,5.42,8.0,RENT,60000.0,car,AL,6.26,0.0,6.0,43.0,0,18.0,verified
3200,36 months,13.35,3.0,RENT,68000.0,debt_consolidation,NM,26.77,1.0,29.0,17.0,0,18.0,not verified
20000,60 months,14.16,7.0,RENT,150000.0,debt_consolidation,CA,10.74,1.0,3.5,25.0,0,16.0,verified
15000,36 months,18.49,2.0,MORTGAGE,78000.0,debt_consolidation,PA,13.8,0.0,59.1,37.0,0,13.0,verified
8400,36 months,13.67,0.0,RENT,60000.0,debt_consolidation,AL,17.92,0.0,39.0,20.0,0,11.0,verified
2400,36 months,16.490000000000002,1.0,RENT,30000.0,debt_consolidation,PA,13.24,2.0,96.7,8.0,0,12.0,not verified
10000,36 months,16.2,10.0,MORTGAGE,90000.0,debt_consolidation,NJ,7.75,0.0,49.1,32.0,1,20.0,verified
25200,60 months,20.200000000000003,7.0,MORTGAGE,55000.0,home_improvement,NY,22.61,0.0,67.4,21.0,0,16.0,verified
21000,60 months,21.49,9.0,RENT,76000.0,credit_card,AZ,18.13,0.0,66.9,29.0,0,15.0,verified
12000,36 months,6.03,10.0,MORTGAGE,200000.0,debt_consolidation,CA,9.7,0.0,25.8,21.0,0,10.0,verified
8450,36 months,13.11,2.0,MORTGAGE,110000.0,debt_consolidation,CA,10.82,0.0,82.30000000000001,20.0,0,12.0,not verified
18900,36 months,12.99,1.0,RENT,43000.0,debt_consolidation,NH,34.75,0.0,74.60000000000001,34.0,0,31.0,verified
10300,36 months,15.88,10.0,MORTGAGE,48000.0,other,CO,32.18,0.0,64.3,63.0,0,12.0,verified
23500,60 months,24.700000000000003,1.0,RENT,60000.0,small_business,FL,13.6,0.0,29.3,26.0,1,17.0,verified
5000,36 months,7.9,0.0,RENT,55000.0,credit_card,CA,29.28,0.0,50.8,30.0,0,19.0,verified
8000,36 months,23.28,9.0,RENT,27268.0,other,TX,21.52,2.0,74.3,18.0,1,17.0,verified
3000,36 months,15.21,7.0,RENT,70000.0,home_improvement,DE,5.45,1.0,37.6,15.0,0,13.0,verified
15000,36 months,16.29,3.0,RENT,70000.0,debt_consolidation,CA,16.37,0.0,85.9,19.0,0,14.0,not verified
8500,36 months,15.31,,OWN,40000.0,debt_consolidation,CT,28.04,0.0,54.40000000000001,33.0,0,33.0,not verified
9000,36 months,6.49,6.0,MORTGAGE,95000.0,debt_consolidation,PA,7.23,0.0,19.3,26.0,0,9.0,not verified
8000,36 months,15.31,0.0,MORTGAGE,63500.0,debt_consolidation,TX,4.12,2.0,66.0,26.0,0,9.0,verified
6000,36 months,13.66,10.0,MORTGAGE,83000.0,debt_consolidation,KY,31.03,0.0,85.80000000000001,28.0,0,29.0,not verified
4800,36 months,18.25,,RENT,41136.0,debt_consolidation,PA,10.04,0.0,68.3,41.0,0,30.0,verified
5000,36 months,11.14,1.0,RENT,28000.0,debt_consolidation,IL,21.21,0.0,85.9,10.0,0,6.0,not verified
16975,60 months,20.49,10.0,MORTGAGE,42500.0,debt_consolidation,KY,13.67,0.0,80.0,16.0,0,10.0,not verified
21000,36 months,12.99,1.0,RENT,80000.0,debt_consolidation,NY,14.67,0.0,44.6,35.0,0,39.0,verified
24000,60 months,9.76,0.0,RENT,95000.0,debt_consolidation,CA,13.16,0.0,29.9,42.0,0,14.0,verified
6000,36 months,5.79,1.0,RENT,50000.0,moving,CA,18.84,0.0,0.0,28.0,0,20.0,not verified
9800,36 months,6.03,10.0,MORTGAGE,150000.0,home_improvement,TX,4.63,0.0,6.6000000000000005,26.0,0,12.0,verified
5000,60 months,22.4,2.0,MORTGAGE,54000.0,debt_consolidation,TX,24.23,0.0,43.90000000000001,23.0,1,11.0,verified
4000,36 months,14.22,1.0,RENT,23000.0,other,TX,24.73,0.0,67.9,4.0,0,3.0,verified
5000,36 months,5.79,10.0,MORTGAGE,130000.0,debt_consolidation,CT,6.25,0.0,2.6,43.0,0,22.0,verified
9750,36 months,11.14,0.0,OWN,35000.0,credit_card,AZ,19.76,0.0,41.0,29.0,1,16.0,verified
6600,36 months,13.11,1.0,RENT,40000.0,debt_consolidation,CA,6.63,0.0,29.8,9.0,0,4.0,verified
12000,36 months,7.62,10.0,MORTGAGE,105000.0,debt_consolidation,CA,15.53,0.0,32.7,18.0,0,19.0,not verified
15000,36 months,12.12,9.0,RENT,32000.0,credit_card,FL,22.58,0.0,63.90000000000001,20.0,0,16.0,verified
10400,36 months,17.990000000000002,7.0,RENT,40000.0,credit_card,CA,15.82,1.0,55.40000000000001,25.0,0,15.0,verified
35000,60 months,14.27,2.0,RENT,80000.0,debt_consolidation,NJ,15.3,0.0,60.3,35.0,0,15.0,verified
6000,36 months,13.35,3.0,RENT,30000.0,other,IL,14.28,0.0,18.9,39.0,0,18.0,verified
10000,36 months,18.75,10.0,MORTGAGE,60000.0,other,PA,18.06,0.0,71.9,18.0,0,26.0,verified
7000,36 months,21.49,4.0,RENT,67500.0,medical,PA,25.19,2.0,72.0,20.0,0,14.0,not verified
10000,36 months,11.99,6.0,MORTGAGE,30000.0,credit_card,PA,24.56,0.0,30.200000000000006,24.0,1,14.0,not verified
21000,36 months,17.77,2.0,RENT,100000.0,credit_card,IL,15.59,0.0,83.80000000000001,30.0,0,20.0,verified
24000,60 months,9.99,10.0,MORTGAGE,97000.0,debt_consolidation,AL,8.08,0.0,43.8,28.0,0,15.0,verified
6000,36 months,16.29,2.0,MORTGAGE,51500.0,debt_consolidation,KS,12.23,0.0,93.0,13.0,0,16.0,verified
15000,36 months,11.14,1.0,MORTGAGE,80000.0,debt_consolidation,TX,18.69,1.0,56.1,30.0,0,24.0,verified
